seconds,alt,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
20.9043,175.817,-0.265603,9.48515,1.8018,0.113653,0.142674,0.12386
20.9619,175.637,-0.368495,9.52822,1.39023,0.138088,-0.0253139,0.0707151
21.0205,175.743,0.349352,9.76511,0.634098,0.0275211,0.0101163,-0.0789469
21.1729,176.599,0.11007,9.7699,0.205783,-0.0592217,0.176882,-0.157748
21.2949,176.092,-1.44287,9.57368,1.44766,-0.157571,-0.173143,-0.171798
21.3535,176.197,-1.39023,9.62872,2.10568,-0.141078,0.165276,-0.0795577
21.4102,175.753,-1.27059,9.7005,2.04826,-0.12886,-0.0369204,-0.0172495
21.4678,176.61,-1.24188,9.55454,2.50768,-0.0561674,0.0088945,0.00229819
21.5254,176.092,-0.894916,9.65265,0.751346,-0.0457827,0.0168358,0.0493348
21.583,175.775,-1.57208,9.63829,3.08195,-0.0616652,-0.19208,0.101258
21.6406,176.25,-0.224925,9.40619,2.09372,-0.0677738,0.257517,0.0902627
21.8643,176.187,-0.0430708,9.2698,2.35454,0.028132,0.065705,-0.0551231
21.9229,176.504,-0.00478565,9.28655,1.5003,0.050734,0.084031,-0.122318
21.9795,176.271,-0.495314,10.2126,1.13659,0.032408,-0.0583006,-0.121097
22.0371,176.832,-0.641276,9.82732,0.933201,0.109988,0.0785332,-0.151029
22.0947,176.969,-0.708276,9.31287,0.366102,0.00736257,0.160389,-0.132092
22.1523,176.99,-0.708276,10.0475,1.79701,-0.0830455,-0.0442507,-0.0288559
22.2119,176.388,-1.51705,9.88954,0.380459,-0.103204,-0.0613549,0.00962856
22.3379,176.229,-0.253639,9.6694,1.43569,-0.20644,0.167719,0.167843
22.3965,175.901,0.0765703,9.59761,2.43829,-0.164901,0.00339675,0.108589
22.5205,176.356,0.229711,9.47079,1.50509,-0.198499,-0.00332272,0.0365066
22.5771,176.43,-0.081356,9.60718,2.132,-0.18506,0.350368,-0.0520688
22.6348,176.345,-0.131605,9.20041,2.59143,-0.24126,-0.0393638,-0.117431
22.6924,175.648,-0.00717847,9.17169,2.28754,-0.245536,0.0614289,-0.140644
22.75,175.764,-1.04088,9.49712,2.48614,-0.298681,0.0437138,-0.161414
22.9756,175.901,-1.36391,8.99462,2.16311,-0.561964,-0.126718,-0.042295
23.0342,175.923,-0.770489,9.10469,2.18704,-0.661535,0.0223336,-0.0398515
23.0908,175.648,-0.689133,8.49213,2.34257,-0.84174,0.0259988,0.0139046
23.1484,175.51,-0.672383,8.51366,2.54836,-0.941311,0.220865,0.00596337
23.207,175.225,-0.591027,7.95614,2.01954,-1.15145,-0.0821244,0.0145155
23.2637,174.633,-0.234497,6.68076,2.22533,-1.32982,-0.130994,-0.0203038
23.3213,174.485,-0.177069,5.96531,2.44068,-1.56989,0.147561,-0.0569557
23.3789,174.686,-2.18943,2.51725,2.78524,-1.81729,0.00706196,-0.0306885
23.5059,174.686,0.433101,-0.31346,0.868595,-2.48741,-0.141989,-0.223722
23.5645,174.57,0.990629,-3.64905,0.70349,-2.58637,0.531795,-0.193789
23.6221,174.443,0.157926,-6.14956,0.0167498,-3.37194,1.41388,-0.331234
23.6787,174.39,-14.1392,-18.5276,78.3386,2.83139,-1.69236,-1.10581
23.8047,173.449,-0.323031,-5.71406,-3.40738,-0.773323,-2.36065,-0.0673404
23.8623,173.576,1.71087,0.775275,4.24008,0.275532,1.25567,-0.00319959
23.9189,173.555,4.54397,1.97886,21.3488,0.952981,0.857997,0.150127
24.1426,173.597,1.1988,-0.0526421,9.18365,0.0989923,0.158556,-0.0227473
24.2012,173.682,0.495314,-1.45484,10.9902,0.0580644,0.0626507,-0.0135843
24.2588,173.661,0.260818,-0.351745,9.83689,-0.0152394,0.0253879,-0.0050322
24.3164,173.534,0.330209,-0.509671,9.93979,0.0244668,0.107855,-0.0209147
24.374,173.249,0.461815,-0.59342,9.75315,0.00430824,0.00522935,-0.0215255
24.4404,173.534,0.758525,-0.619741,9.8704,0.0134712,0.0168358,-0.0190821
24.4971,173.566,0.571885,-0.567099,9.868,0.0134712,0.00217503,-0.0129734
24.623,173.64,0.751346,-0.567099,9.77468,0.00919515,0.0180575,-0.014806
24.6816,173.597,0.799203,-0.583849,9.93022,0.00675172,0.00278592,-0.0117517
24.7383,173.576,0.507278,-0.545564,9.94696,0.00675172,0.0241662,-0.0160278
24.7959,173.439,0.739382,-0.555135,9.85604,0.0104169,0.0247771,-0.0215255
24.8535,173.534,0.641276,-0.543171,9.76272,0.00919515,0.00584024,-0.014806
24.9111,173.756,0.701097,-0.547956,9.72443,0.00369738,0.00217503,-0.0111408
24.9688,173.492,0.667598,-0.550349,9.8345,0.00919515,0.0198901,-0.0227473
25.2578,173.481,0.732204,-0.521635,9.88954,0.00736257,0.0400487,-0.014806
25.3164,173.798,0.62692,-0.665205,9.80339,0.0146929,0.00950539,-0.0196929
25.374,173.809,0.672383,-0.543171,9.87997,0.00614083,0.0314965,-0.0111408
25.4316,173.661,0.751346,-0.5336,9.88475,0.0153038,-0.00271183,-0.0221364
25.4893,173.27,0.629312,-0.5336,9.74836,0.0116386,0.0088945,-0.0190821
25.5469,173.301,0.507278,-0.545564,9.91825,0.00919515,0.0015642,-0.023969
25.6045,173.365,0.717847,-0.569492,9.79143,0.0116386,0.00828367,-0.0215255
25.7305,173.555,0.727418,-0.555135,9.74357,0.00491911,-0.00576621,-0.0129734
25.7891,173.523,0.61017,-0.59342,9.9685,0.00675172,0.0382161,-0.0154169
25.8467,173.407,0.624527,-0.550349,9.89911,0.00980601,0.0400487,-0.0135843
25.9043,173.492,0.650848,-0.595813,9.7699,0.0104169,0.0156141,-0.0178604
25.9619,173.534,0.693919,-0.567099,9.85604,0.00736257,0.0259988,-0.0227473
26.0195,173.566,0.72024,-0.547956,9.84886,0.00858429,0.0235553,-0.0184712
26.0771,173.492,0.701097,-0.535992,9.8704,0.0104169,0.0302748,-0.0166386
26.3047,174.422,2.22772,-0.42353,9.62633,0.0446253,-0.140767,0.0322306
26.3643,174.242,-0.160319,-0.748954,11.0859,3.21865e-05,-0.132826,-0.0050322
26.4209,173.862,-1.90229,-1.1653,14.187,0.500942,0.776752,0.147073
26.5713,174.01,0.976272,-1.13898,12.2441,0.706192,0.759647,0.220988
26.6279,174.2,-2.34975,-0.937987,12.2513,0.836306,0.685733,0.207549
26.6855,174.232,-0.662812,0.0478565,13.2275,1.14296,0.236136,0.337052
26.7432,174.147,-1.53859,-0.0741775,10.952,1.41785,0.0247771,0.290626
26.8701,174.443,-0.416351,1.79701,9.64308,1.44167,0.477428,0.374315
26.9287,174.644,-2.36889,2.80678,8.04706,1.61088,-0.367398,0.371871
26.9863,174.992,-0.114856,2.80678,7.33879,1.55468,-0.399774,0.330333
27.0439,174.601,-0.51685,3.69213,7.56132,1.58462,-0.258664,0.257029
27.1016,174.686,-0.0717847,4.01276,7.47997,1.52658,-0.148098,0.193499
27.1592,174.802,0.399601,4.61097,6.23809,1.53025,0.242856,0.142186
27.2178,175.193,0.153141,5.65424,5.14935,1.50643,0.225141,0.118363
27.4394,174.95,1.41177,7.79582,2.40239,1.33722,-0.047305,0.0126829
27.498,175.066,0.502493,8.79123,-0.212961,1.23337,0.394961,-0.0905533
27.5557,174.76,-0.552742,9.1358,-0.174676,1.18328,0.588605,0.0902627
27.6133,174.771,0.710669,9.29372,-0.246461,0.974973,-0.383892,0.0725477
27.6709,174.728,0.277568,17.6925,-3.30688,0.911443,-0.56654,0.0902627
27.7285,174.919,0.253639,9.45404,-3.0341,0.523543,-0.0778483,0.000465602
27.8867,174.517,0.588634,9.48994,-2.29232,0.318293,-0.451698,-0.0343537
27.9443,174.771,0.425922,9.71965,-2.62732,0.155803,-0.278823,-0.0630644
28.0703,174.58,0.366102,9.56172,-1.1007,-0.0311219,0.159778,-0.0551231
28.1289,174.601,0.0382852,9.72443,-2.08176,-0.146575,0.149394,-0.0612318
28.1865,174.464,0.236889,9.63829,-0.892523,-0.207662,0.0486008,-0.0716165
28.2451,174.295,0.579063,9.73879,-0.11007,-0.198499,0.194597,-0.102771
28.3027,174.01,-0.277568,9.8345,0.775275,-0.0995388,-0.0460833,-0.0801686
28.3604,173.988,0.318246,9.69572,-0.894916,-0.094041,0.0369943,-0.0685622
28.418,174.612,0.394816,9.75315,-0.330209,-0.139245,-0.161537,-0.0960511
28.6504,174.982,-0.00239282,9.75793,0.148355,-0.226599,0.0314965,-0.143699
28.709,174.802,-0.289532,9.75315,0.818345,-0.200942,0.029664,-0.149807
28.7666,175.162,-0.622134,9.74597,0.808774,-0.145354,0.0443247,-0.138201
28.8242,174.771,-2.47657,9.75554,1.01934,-0.119697,-0.127328,-0.0306885
28.8818,174.686,-0.512064,9.868,0.552742,-0.0744934,-0.088233,0.0261219
28.9395,174.654,-0.440279,9.71965,1.9334,-0.0286785,0.0449356,0.0377284
28.9971,174.538,-0.583849,9.77229,1.02891,0.059897,0.350368,0.0560543
29.1318,175.088,-0.468993,9.47079,-0.555135,0.133201,-0.00759882,-0.055734
29.2617,175.31,-0.617348,9.77707,-0.0287139,0.0708925,-0.225067,-0.023969
29.3184,175.384,0.454636,9.65983,-0.129212,0.0440145,-0.576314,-0.0459602
29.376,175.035,0.385244,9.76032,-0.172283,0.0446253,0.477428,-0.13026
29.4336,174.982,-1.3998,9.74597,-0.68674,-0.0250133,0.279508,-0.10949
29.4912,175.225,-0.928415,9.75554,0.00478565,-0.0879324,-0.209795,-0.0270233
29.5488,175.151,-0.0334995,9.81057,0.232104,-0.110534,-0.109002,-0.0380189
29.7842,175.5,0.0741775,9.81536,1.84487,0.00552997,0.000342429,-0.0618427
29.8438,175.627,-0.299103,9.85125,0.957129,0.00980601,0.0815875,-0.0765034
29.9014,175.669,-1.11745,9.47319,0.581456,0.0153038,0.0101163,-0.0765034
29.959,175.563,-0.729811,9.801,0.9667,0.0843315,-0.0528029,-0.0380189
30.0166,175.68,-0.433101,9.75554,0.425922,0.102047,0.0180575,-0.0471819
30.0742,175.648,-0.9667,9.71247,-0.148355,0.103879,0.0241662,-0.0502362
30.1318,175.246,-1.67976,9.77229,0.265603,0.0617296,-0.074794,0.0236785
30.2646,175.658,-0.662812,9.76272,0.00957129,0.00797343,-0.00882053,0.0902627
30.3242,175.5,-0.87338,9.72204,-0.224925,-0.026235,0.065705,0.105534
30.3809,175.352,-0.684347,9.63111,-0.0239282,-0.0732716,-0.0149292,0.148295
30.4385,175.246,0.480958,9.62633,0.0741775,-0.101371,0.276453,0.00840685
30.5723,175.31,-0.11007,9.7364,0.332602,-0.142299,-0.102894,-0.0154169
30.6299,175.584,0.366102,9.69333,1.17009,-0.123973,-0.0961742,-0.0490145
30.6875,175.088,0.167498,9.71725,1.28495,-0.0708282,0.00522935,-0.113766
30.9238,175.563,-0.997807,9.80818,0.863809,0.144196,0.0388269,-0.0740599
30.9824,175.024,-1.2682,9.75076,0.744168,0.169853,0.0913613,-0.00686479
31.042,174.76,-1.13898,9.78186,0.588634,0.176572,-0.0308117,0.0639955
31.0986,174.485,-1.00259,9.72922,0.143569,0.166798,-0.121831,0.114697
31.1563,174.802,-0.330209,9.667,-0.229711,0.140531,-0.104116,0.124471
31.2139,174.792,-0.416351,9.84886,-0.48335,0.0989923,-0.0552463,0.126304
31.2715,174.601,-0.325424,9.58326,-0.454636,0.00614083,-0.390611,0.15868
31.4111,174.485,0.361316,9.76032,-0.141177,-0.0427284,0.0217227,0.0749911
31.4697,174.559,0.545564,9.79382,0.102891,-0.0903758,-0.178641,0.034674
31.5273,174.168,0.713061,9.56411,0.574277,-0.0696064,-0.113278,-0.0312994
31.585,174.76,0.674776,9.76272,0.315853,-0.0616652,0.137787,-0.0832229
31.6426,174.464,0.382852,9.72443,0.145962,-0.0787694,0.149394,-0.133925
31.7002,174.485,0.332602,9.88236,0.90688,-0.0555565,0.0363835,-0.192568
31.7578,174.57,-3.34995,9.10709,-2.31865,-0.17773,-0.159093,0.134856
32.0615,174.739,2.29711,9.41336,-1.80419,0.0629513,0.126791,0.173951
32.1201,174.506,-0.435494,9.71725,2.49093,0.129536,-0.402217,0.0279545
32.1787,174.591,-2.57468,10.0092,-0.31346,0.253541,2.27459,0.225264
32.2373,174.305,2.132,8.79841,-1.34237,0.186957,0.755371,0.0884302
32.2949,174.21,-0.37328,9.97568,0.87338,-0.164291,1.21841,-0.316573
32.3525,174.274,0.677169,9.71008,0.354138,-0.181395,0.192765,0.098204
32.4102,174.136,-0.988236,10.1504,0.0693919,-0.0109634,0.69062,0.098204
32.5439,174.327,0.0430708,9.99243,1.09591,-0.136802,0.088307,0.00535251
32.6035,174.189,0.445065,9.87997,1.3328,-0.0244024,-0.236673,0.161123
32.6602,174.422,0.591027,9.7364,1.27298,-0.165512,0.168941,0.101869
32.7178,174.623,0.911665,9.93261,0.90688,-0.180173,-0.195745,0.114697
32.7754,173.999,1.2658,9.17887,1.34955,0.186957,0.00645107,0.0786563
32.833,174.369,1.03609,10.2341,0.988236,0.0751686,0.234304,-0.215781
32.8906,173.967,0.375673,9.20041,1.06002,0.11182,0.0137815,-0.114377
32.9482,174.21,0.138784,7.3675,0.849452,0.194898,0.0412704,-0.0300777
33.1777,174.538,0.215354,11.3803,0.612563,-0.0140177,0.836005,0.0273437
33.2383,175.014,0.526421,9.72443,1.87597,-0.0390632,1.28072,0.404858
33.3877,174.221,0.756132,8.25524,2.61057,0.293858,1.79629,-0.297637
33.4453,174.612,-0.464208,9.65025,2.57228,0.29508,1.95633,-0.122929
33.5029,174.855,1.0672,9.36312,1.49791,0.509494,2.19335,0.0481131
33.5605,174.464,0.387637,7.79342,0.107677,0.476507,2.36011,0.228929
33.6182,174.221,2.96471,6.34337,-0.72024,0.571802,2.07056,0.676693
33.7441,174.623,3.65145,8.17628,-2.47657,0.100825,2.084,-0.0948293
33.8027,174.855,3.18485,7.93939,-0.598206,0.0476797,1.77185,-0.166301
33.8613,174.781,1.77069,6.60658,-0.770489,-0.0757151,1.56477,-0.199898
33.918,174.813,-0.985843,7.01815,0.468993,-0.0641086,2.18846,-0.411868
33.9756,174.887,2.10329,11.543,-1.40698,0.0287428,2.52627,0.0194024
34.0332,174.665,0.564706,9.37508,-1.05045,-0.0854889,1.82377,-0.0398515
34.0908,174.897,1.22034,10.0187,1.45723,-0.294405,1.11517,-0.108879
34.1484,174.95,-0.39003,11.2439,0.191426,-0.191779,1.28438,-0.0325211
34.3838,174.961,0.143569,9.5019,-0.165105,0.263926,-0.011264,-0.0123626
34.4424,175.088,-0.00717847,9.83211,-1.06481,0.0922728,0.81096,0.139743
34.501,174.94,-1.1007,14.1224,-0.0119641,0.230939,0.159167,-0.0587883
34.5586,174.961,0.366102,10.3801,0.0143569,0.0763903,-0.0198161,0.166621
34.709,174.728,0.854238,9.75315,-0.0861416,0.0861642,-0.391833,0.0621629
34.7656,174.971,-0.114856,9.59761,-0.241675,0.0910511,-0.187193,0.0646064
34.8232,174.94,0.208176,10.5595,-1.74676,0.0617296,-0.101672,0.148295
34.9502,174.919,0.241675,9.58086,0.387637,0.0262994,-0.209795,0.0132938
35.0088,174.887,0.607777,9.72683,0.562313,0.0818881,0.0198901,0.053
35.0674,174.728,1.59123,9.67897,0.449851,0.191233,0.0846418,0.10248
35.125,174.105,1.08156,9.67179,0.397209,0.184513,0.0333292,0.0279545
35.1826,174.136,0.545564,9.56651,-0.442672,0.244989,0.186656,0.098204
35.2412,173.851,1.32084,9.62393,-0.397209,0.207726,-0.508508,0.0859867
35.2988,174.115,1.89512,9.75315,-1.54337,0.246211,0.118239,0.0762129
35.5244,174.084,1.04327,9.43969,-0.490529,0.186957,-0.257443,0.0316197
35.583,174.041,1.13898,9.55215,-1.1677,0.219333,0.170163,0.0426153
35.6406,173.999,1.1677,9.05684,-1.2682,0.141142,-0.0613549,0.0426153
35.6982,174.136,1.28734,9.48754,-1.39023,0.190011,0.0369943,0.0707151
35.7559,174.052,1.53619,9.52104,-1.6678,0.194898,0.0437138,0.0743802
35.8135,173.629,2.62493,9.61676,-2.8331,0.197341,0.404735,0.0951497
35.8711,173.703,0.306281,9.58804,-3.0676,0.105101,-0.117554,-0.248156
36.0918,174.253,1.48355,9.28655,-2.08176,-0.0677738,0.427337,-0.00991912
36.1504,174.253,1.60558,9.41336,-1.07198,-0.128249,0.305164,0.00962856
36.2099,174.253,1.40459,9.50668,-1.49791,-0.0439501,1.09929,0.0139046
36.2666,174.179,1.79462,9.36551,-1.84008,-0.0915976,0.149394,0.00779597
36.3242,174.073,1.59123,9.45165,-0.825524,-0.143521,0.963066,0.0322306
36.3818,174.084,1.69173,9.53779,-0.851845,-0.126417,-0.0192052,-0.0154169
36.4395,174.041,1.58405,9.48754,-0.461815,-0.0934302,-0.0289791,0.0444479
36.4971,174.189,2.02672,9.49951,-0.545564,-0.0512805,-0.0741831,0.034674
36.7188,174.147,1.97647,9.60479,-0.665205,-0.102593,0.0229445,-0.0667295
36.7783,174.147,1.32323,9.48276,-0.684347,-0.105647,-0.0784591,-0.0820012
36.8359,174.147,1.15095,9.63351,-0.715454,-0.134969,-0.00576621,-0.0300777
36.8936,174.115,1.8329,9.65743,0.102891,-0.116643,-0.302647,-0.0233582
36.9512,174.316,1.61037,9.63111,-0.122034,-0.0689956,-0.0986177,-0.0135843
37.0088,173.978,1.28255,9.62393,-0.172283,-0.0402849,-0.161537,-0.0227473
37.1396,174.379,1.8329,9.60718,-0.363709,-0.0256241,0.0553203,0.0108503
37.1982,174.58,1.84008,9.64547,-0.0526421,-0.0231807,-0.074794,-0.0166386
37.2559,174.358,1.46201,9.60001,0.0789632,0.073336,-0.561043,0.0475022
37.3799,174.527,1.41177,9.77468,-0.751346,0.127092,-0.251334,-0.0196929
37.4365,174.549,1.47398,9.65025,-0.648455,0.0440145,0.200706,0.0462805
37.4941,174.084,2.29232,9.63351,-0.911665,0.0250777,0.052266,0.0145155
37.5518,174.284,1.92862,9.60718,-0.839881,-0.0103525,-0.108392,-0.0624535
37.6094,174.179,1.55773,9.60479,-0.638884,0.00064306,-0.0192052,-0.0752816
37.8408,174.401,1.60319,9.66461,-0.569492,0.0153038,0.0547094,0.0291762
37.9004,174.58,1.72044,9.47797,-0.799203,0.0153038,0.09747,-0.00686479
37.959,174.369,1.76112,9.62633,-0.591027,0.0208016,0.120072,0.00168732
38.0166,174.316,1.36391,9.43011,-0.904487,-0.00180042,-0.0399747,-0.000756145
38.0742,173.967,1.96929,9.67897,-0.705883,0.018969,0.193376,0.0041308
38.1318,174.115,1.57448,9.36312,-0.260818,0.0208016,0.0632616,-0.0129734
38.1895,174.21,1.72044,9.62393,-0.856631,0.00064306,-0.31242,-0.0832229
38.3301,174.242,1.52423,9.65504,-0.90688,-0.0305111,-0.245836,-0.136368
38.3896,174.147,0.839881,9.65025,-0.263211,-0.00424387,0.237358,-0.0154169
38.4473,174.094,2.15115,9.58326,-0.325424,-0.0164612,0.0760897,-0.00747564
38.5049,174.136,1.37109,9.59044,-0.92363,0.0409602,0.235525,-0.0453493
38.5625,174.242,1.65583,9.74118,-0.535992,0.00125392,0.271567,0.00168732
38.6846,173.967,2.19183,9.59044,-0.787239,0.0244668,-0.193913,-0.0172495
38.7432,173.999,2.45025,9.2698,-0.153141,-0.0341763,-0.278212,-0.0288559
38.9727,174.527,0.89013,9.59283,-0.521635,0.0183581,0.145728,-0.0050322
39.0313,174.633,1.23709,9.41815,-0.236889,-0.0317328,0.392518,0.104313
39.0898,174.464,2.66321,9.47079,-0.174676,0.0122495,0.117018,0.0297871
39.1475,174.263,1.94776,9.58086,-0.562313,-0.0121851,-0.0509703,-0.0820012
39.2061,174.327,2.03629,9.67658,-0.538385,-0.0158503,-0.0149292,-0.0532906
39.2627,174.115,1.45005,9.64547,-0.349352,-0.0225698,-0.116944,-0.0710056
39.3203,174.358,1.40219,9.73161,-0.339781,-0.0628869,0.121294,-0.0264125
39.4541,174.274,1.81615,9.58804,-0.0526421,-0.0237916,0.283784,-0.01053
39.5127,174.179,1.91665,9.79861,-0.311067,-0.0268459,-0.052192,0.0114612
39.5713,174.305,1.48594,9.64308,-0.256032,-0.0225698,0.104189,-0.06001
39.6289,174.052,1.55055,9.52822,-0.342174,-0.0231807,0.188489,0.0236785
39.6865,173.862,1.56251,9.7364,-0.0789632,-0.0366197,0.0449356,-0.0215255
39.7441,173.988,1.44287,9.69333,-0.0717847,0.00980601,0.192765,0.0071851
39.8018,174.094,1.65823,9.58565,-0.133998,-0.0213481,0.135954,-0.000145286
40.0342,174.369,1.73719,9.82972,0.0837488,-0.00851992,0.0333292,-0.00319959
40.1826,174.432,1.78744,10.0092,-0.177069,0.0262994,0.110909,-0.00381048
40.2412,174.633,1.97647,9.6694,-0.150748,0.00614083,0.163443,0.012072
40.2988,174.58,0.930808,9.80579,-0.416351,-0.00363301,0.184824,0.0132938
40.3564,174.126,1.95015,9.59761,0.430708,-0.0732716,0.09747,0.0566652
40.414,174.591,2.08893,9.19323,0.461815,-0.021959,0.180548,0.0401718
40.4717,174.284,1.81376,9.71725,0.040678,0.0220233,-0.0540246,-0.0679513
40.6055,174.475,0.892523,9.62872,-0.524028,0.0727251,0.0345509,-0.0936076
40.6641,174.369,1.64865,9.5354,0.351745,-0.0109634,-0.263551,-0.000145286
40.7217,174.337,1.87358,10.0164,0.303889,0.0165255,0.14695,0.0652173
40.7793,174.158,1.76351,9.62393,0.198604,0.0708925,0.0125598,0.0310088
40.8369,174.337,1.86162,9.38704,-0.165105,0.0678382,-0.595862,-0.00686479
40.8945,174.221,2.00997,9.67658,0.066999,0.11854,0.0119489,0.00779597
40.9521,174.179,1.66301,9.55933,-0.0334995,0.13992,0.0235553,0.0139046
41.1816,174.559,2.11765,9.52822,-0.263211,0.14664,0.00339675,0.012072
41.2402,174.665,1.71087,9.6359,-0.344566,0.171074,-0.0002684,0.0230676
41.2969,174.633,1.87597,9.54258,-0.835095,0.181459,-0.157261,0.0224567
41.3545,174.158,1.79222,9.5689,-1.01695,0.155192,-0.0644093,0.0291762
41.5098,174.369,1.71326,9.51147,-0.894916,0.155192,-0.102283,0.0658281
41.5684,174.168,1.75633,9.45165,-1.12941,0.156414,-0.052192,0.0743802
41.626,173.957,2.20379,9.22433,-1.43569,0.190011,0.0290531,0.0835432
41.7598,174.274,2.1655,9.40379,-1.63669,0.0928837,-0.07907,0.0615521
