seconds,alt,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro
41.8184,174.189,2.16311,9.39661,-1.63908,0.0965489,0.0217227,0.0297871
41.877,174.031,2.2325,9.15973,-1.67976,0.0855533,-0.118776,0.0340632
41.9336,173.914,2.26361,9.45644,-1.67498,0.0519557,-0.112668,0.0334523
41.9912,173.693,2.22293,9.39661,-1.63908,0.0305754,0.0785332,0.0132938
42.0488,173.735,2.02433,9.26022,-1.61755,0.041571,0.0852527,0.0334523
42.1064,173.967,2.30907,9.41576,-1.78983,0.0165255,-0.0833461,0.0511674
42.3379,173.999,2.55075,9.3344,-1.61276,0.028132,-0.00943142,0.0267328
42.3965,174.274,2.36411,9.34876,-1.57208,0.0220233,0.0290531,0.00901771
42.4551,173.946,2.14636,9.32483,-1.47159,0.0513449,0.0217227,0.0383392
42.5127,173.872,2.29232,9.42772,-1.81615,0.0531774,-0.0167618,0.0413935
42.5703,173.566,2.34736,9.38704,-1.44766,0.0623404,0.00461847,0.0291762
42.6279,173.619,2.31865,9.49472,-1.8353,0.0165255,-0.0760157,0.0591086
42.6855,174.01,2.48614,9.14776,-1.67019,0.0770012,0.074868,0.0933171
42.8379,174.105,2.41675,9.31287,-1.50748,0.11854,0.0498225,0.103702
42.96,174.464,2.6321,9.18605,-1.68215,0.105101,-0.0240922,0.121417
43.0186,174.168,2.92403,9.09751,-1.54098,0.112431,-0.00271183,0.162956
43.0762,174.115,2.534,9.09751,-1.6989,0.16802,0.0486008,0.186169
43.1338,174.062,2.5005,9.26022,-1.54576,0.201007,0.0302748,0.227707
43.1914,174.02,6.77169,10.2413,-5.269,-0.656037,-0.638012,-0.570082
43.249,173.893,3.69452,7.13779,-1.88794,-0.191169,-0.327692,-0.334899
43.3066,173.904,5.91267,12.5408,-5.47478,-0.524701,1.33142,-0.00625393
43.5361,174.379,1.9669,6.58505,-1.93101,-0.0140177,-3.70578,-0.158359
43.5947,174.94,1.92144,9.41097,-7.53979,0.254763,0.797521,0.089041
43.6523,174.834,1.65344,9.04008,-1.51944,0.146029,0.0388269,0.0920953
43.71,174.612,3.79502,2.90489,-3.51027,-0.866785,-0.0485268,-0.174242
43.7676,174.697,0.607777,7.23111,-0.926023,-0.852735,-0.755908,-0.343451
43.8252,174.517,0.29671,8.48256,-0.368495,-0.705517,-0.10045,-0.13087
43.8828,174.58,0.98345,9.16451,2.34497,-0.717734,0.138398,-0.140644
44.0098,174.506,1.17488,9.70529,0.952343,-0.425741,1.31431,-0.00991912
44.0684,174.496,1.17248,9.75793,1.67976,-0.130693,-0.337466,-0.0447384
44.1846,174.189,0.918844,9.62154,0.428315,0.13259,-0.0369204,-0.0569557
44.2432,174.496,1.66301,9.50908,0.693919,0.288971,0.0614289,-0.0453493
44.3008,174.073,1.02174,10.3226,-1.06481,0.229717,0.290503,-0.221278
44.3584,173.883,-0.12682,9.51625,-0.870988,0.215057,-0.296538,-0.267704
44.416,174.062,0.859024,9.58086,-0.366102,-0.1142,-0.558599,0.0352849
44.4736,173.904,0.471386,9.7699,-0.68674,-0.0824346,-0.24828,-0.0441275
44.7021,174.179,0.794417,6.85783,0.789632,0.0391275,-0.157261,-0.815039
44.7617,174.21,-0.00717847,7.45843,0.734597,0.136255,0.29539,-0.562141
44.8203,173.724,-1.6654,9.50429,-1.37587,0.112431,0.559284,-0.262817
44.8779,173.724,-3.21835,8.30309,-0.445065,-0.357935,-0.289208,-0.356891
44.9355,174.084,-1.20359,8.66202,0.476172,-0.34083,0.299055,0.331554
44.9932,174.126,-1.01934,3.6347,-0.729811,-0.172843,-0.719257,0.0670499
45.0508,174.295,0.263211,10.8395,0.978664,-0.197888,0.0809766,0.0957605
45.1768,174.02,-0.521635,7.78625,-0.0550349,-0.0518913,1.51956,-0.185848
45.2441,174.02,0.555135,8.97548,0.789632,0.0702817,0.489034,-0.197455
45.3017,173.851,-0.519243,9.72443,0.411566,0.260261,0.0498225,0.188001
45.3594,174.179,-0.157926,9.92064,-0.172283,0.23155,-0.349072,0.00962856
45.4727,174.348,-0.459422,9.93022,-0.885345,0.250487,0.291114,0.0407827
45.5303,173.999,-0.0741775,9.69811,-0.275175,0.210781,-0.0686854,0.0975931
45.5879,174.073,0.258425,9.6024,0.748954,0.156414,-0.360068,0.10981
45.8154,174.453,0.636491,9.48754,-1.67737,0.287139,-0.00698799,-0.0190821
45.874,174.654,-0.48335,9.65025,-0.205783,0.0501231,-0.670998,-0.0166386
45.9316,174.813,-0.0502493,9.80339,-0.42353,0.102658,-0.271492,0.043837
45.9893,174.633,0.275175,9.6694,-0.772882,0.153359,0.0321074,0.0297871
46.0479,174.982,0.421137,9.69572,-1.28495,0.149694,0.0693702,0.00474165
46.1055,174.982,0.772882,9.67418,-1.19402,0.100825,0.186045,-0.0496254
46.1631,174.475,0.5001,9.61676,-1.02174,0.095938,0.192154,-0.0771143
46.29,174.675,-0.282353,9.64308,-1.13898,0.128314,-0.07907,-0.0612318
46.3486,174.464,-0.18664,9.65983,-0.887737,0.108766,0.186656,0.0383392
46.4072,174.316,-0.18664,9.66461,-1.14138,0.145418,-0.088233,0.0658281
46.4648,174.358,-0.0430708,9.68375,-1.68694,0.153359,-0.118776,0.0865976
46.5225,174.242,1.01216,9.73161,-2.67996,0.12526,-0.110224,0.138521
46.5801,174.718,1.37109,9.64786,-2.00279,0.0348515,0.29539,0.0566652
46.6377,174.665,0.538385,9.5689,-1.89512,-0.0983171,-0.335022,-0.0251908
46.9268,174.718,0.315853,9.66222,-0.861416,-0.0134069,-0.279434,0.0566652
46.9854,174.961,1.48594,9.62154,-2.72064,-0.0360088,0.143896,-0.00625393
47.042,174.697,0.569492,9.65265,-1.15573,-0.148408,0.571501,-0.073449
47.0996,174.665,-0.0454636,9.66222,-3.0676,-0.133136,-0.0955634,-0.0416841
47.1572,174.633,0.964308,9.7029,-2.35693,-0.337165,0.0137815,-0.060621
47.2158,174.443,0.349352,9.77229,-0.547956,-0.34755,0.228806,-0.0771143
47.2734,174.496,0.0167498,9.67418,-0.272782,-0.309065,0.603877,-0.0184712
47.3975,174.728,0.457029,9.55933,0.275175,-0.365265,-0.0448616,0.164177
47.4561,174.707,0.930808,9.67897,0.57667,-0.258975,0.338151,0.0383392
47.5137,174.612,0.524028,9.77707,0.736989,-0.199721,0.338762,-0.0490145
47.5713,174.739,0.937987,9.39661,0.454636,-0.0854889,0.093194,-0.00381048
47.6289,174.908,0.133998,9.59044,0.768096,-0.0659412,0.110909,-0.0581775
47.6865,174.58,0.995414,11.0453,-0.933201,0.0788338,-0.208573,-0.0196929
47.7441,174.897,0.179462,9.97089,-1.61516,-0.111756,0.278286,-0.0899424
47.9785,174.929,0.287139,9.52583,0.614955,-0.317007,-0.147487,0.128747
48.0381,175.352,1.22273,9.47558,1.00977,-0.317618,0.23186,0.151349
48.0947,175.088,0.792024,10.0714,1.88794,-0.364043,-0.256832,0.250309
48.252,175.299,1.2012,9.25305,2.09133,-0.139245,-0.419322,0.283907
48.3096,175.468,3.55573,9.14297,3.3332,-0.273635,0.0828092,0.459225
48.3672,175.267,3.6347,9.44208,3.84048,-0.0244024,0.047379,-0.105214
48.4248,175.024,1.78744,9.96132,2.29472,0.127703,-0.231175,-0.0612318
48.4824,174.982,3.54856,8.51127,3.55573,0.0922728,-0.458417,-0.191957
48.6074,174.76,1.04327,9.16212,0.631705,0.397705,-0.252556,-0.174242
48.666,174.971,2.67757,9.76511,0.916451,0.510715,-0.1707,-0.21517
48.7324,175.024,0.547956,9.96611,0.299103,0.411755,0.115796,-0.267704
48.7891,174.834,0.409173,9.77229,0.914058,0.270645,-0.203687,-0.18035
48.8467,174.94,1.19641,9.48754,0.902094,0.320125,-0.217126,-0.188292
48.9043,174.718,0.62692,9.48754,0.208176,0.343338,-0.00698799,-0.190735
48.9619,174.633,0.48335,9.31765,0.00717847,0.28775,0.0913613,-0.157748
49.1895,174.591,0.641276,9.74597,-0.272782,0.486892,-0.0240922,-0.157748
49.248,174.739,0.404387,9.66461,-0.92363,0.492389,-0.298981,-0.213337
49.3057,174.792,-0.227318,9.667,-1.75155,0.257817,-0.239117,-0.105214
49.3633,174.697,0.433101,9.79622,-1.19163,0.243767,0.353422,-0.078336
49.4209,174.538,0.346959,9.67179,-2.10568,0.213224,0.0614289,-0.0343537
49.5703,174.834,0.124427,9.68136,-2.21097,0.155192,-0.0723505,-0.0667295
49.627,174.707,-0.275175,9.67658,-1.67737,0.11121,0.0333292,-0.0178604
49.751,174.897,-0.129212,9.61436,-2.05304,0.0464579,0.00278592,0.00474165
49.8096,174.897,0.136391,9.56411,-1.80658,-0.00974166,-0.0271465,0.0566652
49.8662,174.866,0.868595,9.59761,-1.17727,0.0305754,-0.0332551,0.0181807
49.9238,175.172,-0.0454636,9.56172,-2.33061,0.0336298,-0.0900655,-0.0166386
49.9814,175.098,0.0693919,9.55215,-2.13679,-0.0286785,-0.0711288,0.0181807
50.0391,175.088,0.557528,9.59283,-1.7013,-0.0390632,0.0663159,0.0157372
50.0967,175.109,0.210568,9.57608,-1.6989,-0.0366197,-0.0356987,0.00840685
50.3193,174.834,0.258425,9.6694,-1.35673,-0.071439,0.000953317,0.00962856
50.3779,174.866,0.404387,9.56651,-1.17248,-0.0457827,0.0113381,0.0163481
50.4355,174.845,0.473779,9.61915,-0.859024,-0.0335654,-0.0399747,0.00962856
50.4932,175.035,0.535992,9.667,-0.753739,0.0391275,-0.00820971,-0.0245799
50.5508,174.834,0.581456,9.65983,-1.14377,0.0806664,0.0986917,-0.0178604
50.6084,174.771,0.658026,9.60718,-1.32802,0.100825,-0.00759882,-0.033132
50.666,174.919,0.650848,9.61915,-1.41177,0.114264,0.0284422,-0.0569557
50.7949,175.14,0.241675,9.57368,-2.00758,0.0391275,0.149394,-0.0856664
50.9219,174.665,-0.0454636,9.56172,-2.14158,-0.00790906,0.043103,-0.0740599
50.9795,174.401,-0.105284,9.55933,-2.08893,-0.0647195,0.00767279,-0.0386298
51.0371,174.263,0.248854,9.64068,-1.9669,-0.100761,0.0101163,-0.01053
51.0947,174.337,0.0239282,9.70768,-1.58883,-0.119697,-0.0308117,0.000465602
51.1523,174.623,0.00478565,9.69811,-1.17727,-0.111756,-0.00759882,0.0230676
51.2109,174.697,0.394816,9.667,-0.882952,-0.080602,-0.0173726,0.0322306
51.4355,175.045,0.969093,9.59761,-1.14616,0.112431,0.0272205,-0.0258016
51.4941,175.32,0.698704,9.53061,-1.24905,0.150305,0.105411,-0.064897
51.5518,175.151,0.394816,9.47797,-1.64387,0.144807,0.0516551,-0.0801686
51.6094,175.183,0.519243,9.54976,-1.85444,0.130146,0.0351617,-0.0972728
51.667,175.035,0.411566,9.64308,-2.18465,0.0989923,0.0870853,-0.113155
51.7246,175.035,-0.0119641,9.59283,-2.22772,0.0617296,0.0889179,-0.111934
51.7822,174.992,-0.040678,9.6024,-2.21575,0.0177473,0.0357726,-0.0710056
51.9092,174.929,0.0837488,9.62633,-1.95494,-0.0830455,0.0504334,-0.014806
51.9678,174.94,-0.177069,9.60958,-1.51226,-0.0891541,-0.0100423,0.0132938
52.0264,174.866,-0.0741775,9.55454,-1.46441,-0.104426,0.052266,0.057276
52.0918,174.919,0.224925,9.63351,-1.04566,-0.0274567,-0.0326443,0.0597195
52.2061,174.971,0.339781,9.6359,-0.959522,0.0140821,-0.0870113,0.0804889
52.2637,174.76,0.51685,9.60001,-1.05045,0.064173,-0.174365,0.0615521
52.3213,174.813,0.464208,9.65743,-1.26341,0.0818881,0.0211118,0.0413935
52.542,175.003,0.744168,9.55215,-1.91665,0.0537883,0.0626507,-0.0697839
52.6006,175.172,0.454636,9.57129,-1.95972,0.0299646,0.052266,-0.0881098
52.6582,175.14,0.437887,9.58804,-1.92144,-0.00180042,0.133511,-0.0960511
52.7158,174.845,0.241675,9.58565,-1.99801,-0.0244024,0.110909,-0.101549
52.7734,174.823,0.0287139,9.58565,-1.91904,-0.0518913,0.0308857,-0.0752816
52.8311,174.718,-0.00957129,9.58326,-1.72523,-0.0720499,0.0125598,-0.0361863
52.8887,174.771,-0.0430708,9.62872,-1.50748,-0.0683847,0.0150032,-0.0141952
53.0107,174.834,0.191426,9.61197,-1.04088,-0.0195155,-0.0369204,0.0615521
53.0703,175.236,0.464208,9.62154,-1.12463,0.0244668,-0.0906765,0.057276
53.1279,175.045,0.466601,9.62154,-1.22991,0.0635622,-0.0503594,0.043837
53.1855,174.813,0.212961,9.62633,-1.38305,0.0855533,-0.0741831,0.0273437
53.2432,174.855,0.693919,9.64068,-1.45962,0.0916619,-0.0760157,0.016959
53.3008,174.982,0.863809,9.64786,-1.75873,0.0971597,0.00278592,-0.0154169
53.3584,174.76,0.581456,9.5689,-2.00519,0.0489014,0.043103,-0.0563449
53.6523,175.14,0.31346,9.61915,-1.77069,-0.0500588,0.00828367,-0.0624535
53.7109,175.447,0.325424,9.59522,-1.52901,-0.0525022,-0.0002684,-0.0203038
53.7686,175.331,-0.311067,9.6024,-1.4668,-0.0506696,-0.074794,-0.00808653
53.8262,175.14,0.385244,9.75554,-1.43809,-0.0470044,-0.070518,-0.00442134
53.8838,175.024,0.275175,9.63111,-1.17488,-0.0134069,-0.00515538,0.0224567
53.9414,175.341,0.614955,9.65265,-1.41655,0.00980601,-0.0637984,0.00535251
53.999,175.299,0.708276,9.58565,-1.49073,0.032408,-0.000879288,-0.00319959
54.1279,175.077,0.777668,9.71008,-1.53141,0.0873859,-0.0173726,-0.0349646
54.1865,175.299,0.0861416,9.49472,-1.59362,0.0928837,-0.0179835,0.016959
54.2451,175.531,0.287139,9.66222,-1.88794,0.0892185,-0.000879288,-0.0520688
54.3027,175.51,0.622134,9.6359,-1.96929,0.0745578,0.0687593,-0.0361863
54.3604,175.827,0.105284,9.55215,-2.04347,0.0537883,-0.0332551,-0.0502362
54.418,175.257,0.337388,9.59283,-2.36411,0.0104169,-0.0302008,-0.0410732
54.4756,175.405,0.320638,9.57368,-2.09372,-0.0280676,-0.00515538,-0.0312994
54.7041,175.267,0.370888,9.6024,-1.33759,-0.0225698,0.0290531,0.0175698
54.7627,175.204,0.114856,9.62154,-1.39741,-0.00180042,-0.00271183,0.0200133
54.8213,175.341,0.37328,9.55693,-1.69173,0.0708925,-0.00759882,0.0285654
54.9688,174.612,0.160319,9.59522,-2.00519,0.0635622,-0.119387,0.0224567
55.0264,174.697,0.39003,9.56651,-2.00758,0.0403493,-0.0766265,0.0322306
55.084,174.58,0.614955,9.60001,-2.12483,0.0208016,0.0369943,0.0316197
55.1416,174.612,0.428315,9.59761,-2.11526,-0.0103525,0.0314965,0.0365066
55.2666,174.549,0.818345,9.58086,-1.72762,-0.0561674,-0.0350877,0.0187915
55.3262,174.686,0.614955,9.58804,-1.62233,-0.0543348,0.0498225,-0.000756145
55.3838,174.57,0.622134,9.59283,-1.50269,-0.0482261,0.0913613,0.0041308
55.4414,174.665,0.98345,9.60001,-1.37109,-0.0341763,0.0107272,-0.014806
55.499,174.675,0.581456,9.57129,-1.34477,-0.00913081,0.0211118,-0.0569557
55.5596,174.369,0.48335,9.60479,-1.2993,0.0183581,0.0913613,-0.0777251
55.6162,174.443,0.691526,9.60958,-1.10548,0.0409602,0.145117,-0.0593992
55.8437,175.066,0.215354,9.55933,-1.91665,0.162522,0.0602072,-0.046571
55.9023,174.908,0.0981058,9.57129,-2.25404,0.143585,0.052266,-0.0520688
55.96,175.13,0.358923,9.51625,-2.45982,0.131979,-0.0485268,-0.014806
56.0176,174.485,0.538385,9.667,-2.54596,0.086775,-0.0137075,0.0389501
56.0752,174.633,0.040678,9.60479,-2.37607,0.0269102,-0.0515811,0.0285654
56.1328,174.57,0.660419,9.51865,-1.94297,0.00430824,-0.0998395,0.0652173
56.2871,174.887,0.667598,9.48754,-1.90469,0.0250777,0.0180575,0.0853758
56.4121,174.929,1.2012,9.39661,-1.77548,0.0672273,-0.0570789,0.089041
56.4717,175.151,1.09113,9.39183,-2.28754,0.0763903,0.1048,0.0786563
56.5293,174.813,0.79681,9.43251,-2.20379,0.0751686,0.093194,0.0475022
56.5869,175.024,1.19641,9.58565,-2.22772,0.0617296,-0.0680745,0.0230676
56.6445,174.771,1.08395,9.61915,-2.30429,0.0543992,0.00339675,-0.000145286
56.7022,174.675,0.701097,9.45404,-2.4,0.0238559,0.093194,-0.00869739
56.7598,174.601,1.09831,9.35833,-2.31386,0.0287428,-0.0173726,0.0041308
56.8174,175.035,1.28016,9.39901,-2.04826,0.0464579,0.0235553,-0.0050322
57.0449,175.193,1.82812,9.81536,-1.94776,0.0708925,0.0437138,-0.0300777
57.1035,175.32,0.440279,16.4937,-5.99641,0.128925,-0.369842,-0.001367
57.1611,175.193,1.0002,33.0066,-4.40279,0.598069,-0.683216,0.101869
57.2197,175.014,1.29212,33.9733,-1.03131,0.248654,-0.476743,-0.170577
57.2773,175.278,-0.0215354,25.6056,4.58943,0.706803,0.966731,-0.028245
57.335,175.785,2.52921,24.5097,3.14895,0.222998,-0.156039,-0.166301
57.3926,175.849,5.45085,21.5665,3.45763,0.347003,-1.17069,-0.198065
57.5186,177.117,3.55813,21.5258,1.78744,-0.0268459,-2.92509,-0.559087
57.6445,177.688,4.16112,21.2698,1.72283,-0.166734,-1.69603,-0.568861
57.7022,178.195,4.17308,21.6096,0.744168,-0.355491,-1.27209,-0.460737
57.7598,179.009,4.3669,21.6766,0.751346,-0.473388,-1.11815,-0.337343
57.8174,179.77,3.97926,21.6407,-0.081356,-0.550968,-0.690546,-0.108879
57.875,179.262,2.68235,21.2698,-0.153141,-0.600448,0.64114,0.247255
57.9326,179.791,2.38325,20.8247,-0.550349,-0.51004,0.95879,0.364541
58.1611,182.19,0.921237,21.3153,-0.949951,-0.0470044,3.47739,0.650426
58.2207,182.729,0.425922,21.7627,-0.870988,0.00736257,4.01189,0.566127
58.2773,183.733,0.421137,21.5139,-1.14138,0.0782229,3.60139,0.464723
58.335,184.114,0.37328,20.3653,-0.959522,0.292026,3.52442,0.423184
58.3926,185.276,0.708276,20.126,-1.55055,0.381823,3.14691,0.363319
58.4502,186.375,0.588634,20.5232,-1.8664,0.649992,3.46639,0.49771
58.5078,186.872,0.105284,20.7697,0.11007,0.844248,3.16829,0.594226
58.5654,187.866,0.0311067,21.1238,0.636491,0.687255,2.45724,0.402415
58.6914,190.318,-0.579063,20.9396,0.184247,0.271867,1.0608,-0.100327
58.75,191.206,0.65324,21.0114,0.0765703,0.266369,0.876934,-0.262817
58.8076,192.358,1.63191,21.1765,0.567099,0.323791,1.08707,-0.423475
58.9355,195.38,1.91187,21.1597,2.02672,0.200396,0.943518,-0.0942185
58.9932,197.536,1.2012,2.45982,3.24706,-0.472166,-0.0259247,0.206327
59.0586,198.266,0.215354,-0.579063,2.33779,-0.801423,-0.0864005,0.489769
59.1162,199.217,0.535992,-0.940379,0.567099,-1.03172,0.190321,0.574679
59.3408,203.413,0.401994,-0.684347,-0.892523,0.59135,3.25198,0.44151
59.3994,204.301,0.174676,-0.770489,0.0334995,0.667097,3.01435,0.534972
59.457,205.136,0.337388,-0.90688,0.952343,0.493611,1.86409,0.573457
59.5146,205.463,-1.7683,-0.937987,1.70608,0.235215,0.697339,0.528253
59.5723,206.594,0.22014,-0.995414,1.00977,-0.230264,-0.260497,0.268635
59.6309,207.271,-0.457029,-1.0337,1.33041,-0.442845,-0.48163,0.113476
59.6885,208.327,-0.29671,-0.775275,-0.112463,-0.668865,-0.393054,-0.0380189
59.7461,209.226,-0.363709,-0.729811,-0.413958,-0.533253,-0.484684,-0.100327
59.8711,210.388,0.244068,-0.65324,-0.820738,-0.315785,-0.447422,-0.213948
59.9297,211.361,0.535992,-0.550349,-0.141177,-0.187503,-0.331357,-0.205396
59.9863,211.667,0.366102,-0.411566,-0.57667,-0.058,0.280729,-0.164468
60.0439,212.048,0.701097,-0.401994,-0.0646062,0.151527,1.08096,0.00351991
60.1016,212.418,0.428315,-0.358923,0.691526,-0.044561,0.927635,0.224042
60.2197,213.591,0.512064,-0.368495,0.435494,-0.142299,0.937409,0.437234
60.2764,213.897,0.727418,-0.356531,0.366102,-0.20644,0.941074,0.51909
60.5049,215.567,-0.198604,-0.143569,-0.0358923,-0.572959,0.741322,0.457393
60.5635,215.905,-0.385244,-0.112463,-0.0837488,-0.535086,0.992387,0.380424
60.6201,216.212,-0.476172,-0.0454636,-0.208176,-0.469723,0.974061,0.180671
60.6777,216.254,-0.459422,0.0382852,-0.00239282,-0.389089,0.378468,0.0670499
60.7354,216.244,-0.141177,-0.00478565,-0.0143569,-0.317007,0.252019,-0.0642861
60.793,216.149,0.445065,-0.0311067,0.545564,-0.274857,0.219643,-0.139422
60.9277,217.068,1.47876,-0.0717847,1.20598,-0.454451,0.0968591,0.209992
60.9863,217.48,1.40698,-0.0550349,1.44048,-0.558909,0.135344,0.369428
61.043,217.618,1.39262,-0.0574278,1.97408,-0.69391,0.09747,0.472053
61.1006,217.501,1.34716,-0.124427,2.01954,-0.885722,-0.230565,0.606444
61.1582,216.899,1.17488,-0.234497,1.67976,-1.09158,-0.167035,0.732893
61.2158,217.29,1.01934,-0.222533,1.34716,-1.1936,-0.553101,0.845292
61.2734,216.518,0.538385,-0.253639,0.909273,-1.23025,-0.23423,0.960135
61.3311,216.37,0.260818,-0.234497,0.847059,-1.29806,-0.201854,0.969298
61.5615,215.599,0.0119641,-0.193819,0.165105,-0.840518,-1.15297,1.07864
61.7148,214.965,-0.0693919,-0.236889,0.318246,-0.711626,-0.798058,1.05543
61.7725,214.415,0.0598206,-0.215354,0.693919,-0.641376,-0.803556,1.00534
61.8301,214.109,0.174676,1.01216,0.68674,-0.657259,-1.51827,0.913098
61.8877,213.295,-5.7356,-10.7988,1.93819,-1.17955,-8.43326,-1.65131
61.9453,212.862,1.05284,-14.199,-5.8337,0.418475,-19.7691,1.98394
62.0029,212.365,16.9819,-56.3701,18.1041,0.886398,-18.9927,-1.43812
62.1357,211.857,-0.641276,-1.7659,-4.35254,-1.98406,-2.91471,1.50808
62.1953,211.868,-7.90828,-3.41934,-4.83111,-0.724454,-10.5914,1.27045
62.252,210.6,-10.4423,-1.1653,6.95115,-0.359767,-13.6989,0.439067
62.3096,207.556,-5.04646,9.95893,8.18585,-2.20886,-1.47245,0.0071851
62.3672,210.219,6.33141,12.5862,13.7539,-1.60532,20.1766,-2.13817
62.4277,210.716,-12.1771,1.86401,21.1549,5.87289,20.1766,0.539859
